CODIGO_ESTABLECIMIENTO,NOMBRE_ESTABLECIMIENTO,NOMBRE_REGION,COMUNA,ASISTENCIA_PROMEDIO_ANUAL_DEL_ESTABLECIMIENTO
9207007,V. VERDE,LA ARAUCANÍA,LUMACO,78.25641025641026
9207008,BAJO PELLAHUEN,LA ARAUCANÍA,LUMACO,56.937499999999986
9207009,PANTANO,LA ARAUCANÍA,LUMACO,75.9962962962963
9111019,TAIÑ RUKA,LA ARAUCANÍA,NUEVA IMPERIAL,69.98028673835124
9111020,GOLONDRINAS,LA ARAUCANÍA,NUEVA IMPERIAL,84.25185185185185
9111021,EL ESFUERZO,LA ARAUCANÍA,NUEVA IMPERIAL,75.50716845878136
9111022,MELI REWE KAYUPUL,LA ARAUCANÍA,NUEVA IMPERIAL,64.79629629629629
9111037,ANTU NEWEN,LA ARAUCANÍA,NUEVA IMPERIAL,64.75694444444444
9112024,PULMAHUE,LA ARAUCANÍA,PADRE LAS CASAS,73.78888888888888
9112025,GOTITA DE AMOR,LA ARAUCANÍA,PADRE LAS CASAS,81.62820512820512
9112026,ALIWEN,LA ARAUCANÍA,PADRE LAS CASAS,72.28333333333335
9112028,ANUN RAYEN,LA ARAUCANÍA,PADRE LAS CASAS,75.18209876543209
9112029,PICHI KECHE,LA ARAUCANÍA,PADRE LAS CASAS,80.19444444444443
9112030,WE KINTUN,LA ARAUCANÍA,PADRE LAS CASAS,83.53703703703704
9112031,LOS VOLCANES,LA ARAUCANÍA,PADRE LAS CASAS,71.08547008547009
9112032,TRAPELACUCHA,LA ARAUCANÍA,PADRE LAS CASAS,64.29700854700855
9112033,ARCOIRIS,LA ARAUCANÍA,PADRE LAS CASAS,69.5982905982906
9112034,MANITOS PINTADAS,LA ARAUCANÍA,PADRE LAS CASAS,81.05128205128203
9112035,PASITOS CON AMOR,LA ARAUCANÍA,PADRE LAS CASAS,80.41452991452991
9112036,CHOMÍO,LA ARAUCANÍA,PADRE LAS CASAS,80.24691358024691
9112037,LUCERITO DE AMOR,LA ARAUCANÍA,PADRE LAS CASAS,64.26666666666667
9112038,PRIMEROS PASOS,LA ARAUCANÍA,PADRE LAS CASAS,78.83333333333333
9112039,MANANTIALES,LA ARAUCANÍA,PADRE LAS CASAS,72.0940170940171
9112040,PILMAIQUÉN,LA ARAUCANÍA,PADRE LAS CASAS,82.38034188034189
9112041,LOS ALERCES,LA ARAUCANÍA,PADRE LAS CASAS,84.1608187134503
9112042,METRENCO,LA ARAUCANÍA,PADRE LAS CASAS,79.46491228070175
9113003,LOS OSITOS,LA ARAUCANÍA,PERQUENCO,56.83680555555556
9113004,RINCÓN FELIZ,LA ARAUCANÍA,PERQUENCO,66.76068376068376
9113007,QUILLEM,LA ARAUCANÍA,PERQUENCO,67.53125
9114010,PICHI KECHE,LA ARAUCANÍA,PITRUFQUÉN,55.300264550264544
9114011,COMUY,LA ARAUCANÍA,PITRUFQUÉN,78.56060606060605
9114013,ELUNEY,LA ARAUCANÍA,PITRUFQUÉN,44.31623931623931
9114014,PASO A PASITO,LA ARAUCANÍA,PITRUFQUÉN,46.577777777777776
9114015,ORUGUITA,LA ARAUCANÍA,PITRUFQUÉN,58.797008547008545
9114016,RELMU RAYEN,LA ARAUCANÍA,PITRUFQUÉN,63.083333333333336
9115010,LA CASITA DE MIS SUEÑOS,LA ARAUCANÍA,PUCÓN,83.61324786324786
9115011,LOS ROBLES,LA ARAUCANÍA,PUCÓN,96.19871794871796
9115012,CARILEUFU,LA ARAUCANÍA,PUCÓN,87.52136752136751
9208011,RAYEN ANTU,LA ARAUCANÍA,PURÉN,82.54166666666666
9208012,JARDÍN DE LOS SUEÑOS,LA ARAUCANÍA,PURÉN,79.0363247863248
9208013,QUILACO,LA ARAUCANÍA,PURÉN,78.68518518518519
9208014,NUEVO AMANECER,LA ARAUCANÍA,PURÉN,66.25925925925925
9208016,URRUTIA,LA ARAUCANÍA,PURÉN,81.46666666666667
9208017,CAUPOLICÁN,LA ARAUCANÍA,PURÉN,46.50213675213675
9209004,TESORITO,LA ARAUCANÍA,RENAICO,82.21581196581195
9209005,ANGELITOS DE AMOR,LA ARAUCANÍA,RENAICO,84.47863247863245
9209006,CUNCUNA AMARILLA,LA ARAUCANÍA,RENAICO,83.82986111111111
9116009,PECECITOS DEL BUDI,LA ARAUCANÍA,SAAVEDRA,61.26234567901234
9116010,LOS CISNES,LA ARAUCANÍA,SAAVEDRA,57.40384615384616
9101027,LOS PEQUES DE LANIN,LA ARAUCANÍA,TEMUCO,86.25529100529101
9101047,BOYECO,LA ARAUCANÍA,TEMUCO,78.91239316239317
9101048,AILLAN MARILLAN,LA ARAUCANÍA,TEMUCO,81.33950617283952
9101049,RÍO PENITENTE,LA ARAUCANÍA,TEMUCO,82.58974358974359
9101050,LOS CASTAÑOS,LA ARAUCANÍA,TEMUCO,82.16025641025641
9101051,PEQUEÑOS CREADORES,LA ARAUCANÍA,TEMUCO,69.61666666666666
9101053,LOS SEMBRADORES,LA ARAUCANÍA,TEMUCO,74.79914529914531
9101054,LOS ORGANILLEROS,LA ARAUCANÍA,TEMUCO,77.42094017094018
9101055,ÑIELOL,LA ARAUCANÍA,TEMUCO,80.36965811965811
9101056,SERGIO GAJARDO,LA ARAUCANÍA,TEMUCO,75.27029914529915
9101058,VOLCÁN LASCAR,LA ARAUCANÍA,TEMUCO,81.14957264957265
9101059,LOS FÍSICOS,LA ARAUCANÍA,TEMUCO,75.9423076923077
9101060,LOS SOPRANOS,LA ARAUCANÍA,TEMUCO,81.00961538461539
9101061,PIAMONTE,LA ARAUCANÍA,TEMUCO,78.96367521367522
9101062,JAVIERA CARRERA,LA ARAUCANÍA,TEMUCO,77.42094017094018
9101063,LOS FOLKLORISTAS,LA ARAUCANÍA,TEMUCO,81.9326923076923
9101069,LOS MÚSICOS,LA ARAUCANÍA,TEMUCO,77.70486111111111
9101070,LOS JARDINES,LA ARAUCANÍA,TEMUCO,80.98290598290599
9101071,PARQUE COSTANERA,LA ARAUCANÍA,TEMUCO,73.41025641025641
9101072,MAÑÍO CHICO,LA ARAUCANÍA,TEMUCO,78.04444444444444
9101074,GABRIELA MISTRAL,LA ARAUCANÍA,TEMUCO,79.42307692307692
9101076,VISTA VERDE,LA ARAUCANÍA,TEMUCO,78.95726495726495
9101077,QUINTO CENTENARIO,LA ARAUCANÍA,TEMUCO,77.31410256410255
9101078,PICHICAUTÍN,LA ARAUCANÍA,TEMUCO,79.77991452991454
9101089,LOMAS DE LABRANZA,LA ARAUCANÍA,TEMUCO,78.49786324786325
9117003,LOS PITUFOS,LA ARAUCANÍA,TEODORO SCHMIDT,52.49465811965812
9118001,AGUALUNA,LA ARAUCANÍA,TOLTÉN,58.45085470085469
9118003,SEMILLITA DEL SEMBRADOR,LA ARAUCANÍA,TOLTÉN,41.11805555555556
9210002,LOS CANTARITOS,LA ARAUCANÍA,TRAIGUÉN,82.72916666666667
9210007,CARRUSEL,LA ARAUCANÍA,TRAIGUÉN,79.19551282051283
9210008,JUAN PABLO II,LA ARAUCANÍA,TRAIGUÉN,75.98055555555557
9210009,GIRASOL,LA ARAUCANÍA,TRAIGUÉN,80.72863247863248
9210010,NUEVA ESPERANZA,LA ARAUCANÍA,TRAIGUÉN,70.12606837606837
9210011,AYUN,LA ARAUCANÍA,TRAIGUÉN,79.87606837606837
9211007,GOTITA DE AMOR,LA ARAUCANÍA,VICTORIA,52.516666666666666
9211008,ANGELITOS DE AMOR,LA ARAUCANÍA,VICTORIA,61.77777777777778
9211009,ABEJITAS FELICES,LA ARAUCANÍA,VICTORIA,49.35069444444444
9211010,PULGARCITO,LA ARAUCANÍA,VICTORIA,66.83680555555556
9211011,RINCÓN FELIZ,LA ARAUCANÍA,VICTORIA,76.77991452991452
9211012,CARITAS FELICES,LA ARAUCANÍA,VICTORIA,84.4871794871795
9211013,CARITA DE ANGEL,LA ARAUCANÍA,VICTORIA,63.76495726495725
9211014,RAYITO DE SOL,LA ARAUCANÍA,VICTORIA,42.74444444444445
9211015,FLOR DE LUNA,LA ARAUCANÍA,VICTORIA,39.827777777777776
9211017,CARACOLITO,LA ARAUCANÍA,VICTORIA,82.72435897435899
9211018,ARCO IRIS,LA ARAUCANÍA,VICTORIA,74.45555555555555
9211019,LOS TRIGUITOS,LA ARAUCANÍA,VICTORIA,54.6111111111111
9211020,LOS PEQUEÑITOS,LA ARAUCANÍA,VICTORIA,58.00000000000001
9119005,SHUKA PICHICHE,LA ARAUCANÍA,VILCÚN,59.29320987654321
9119013,CAJONCITO DE AMOR,LA ARAUCANÍA,VILCÚN,85.8076923076923
9119014,MI PEQUEÑO TESORIO,LA ARAUCANÍA,VILCÚN,84.9700854700855
9119015,TERNURAS DEL LLAIMA,LA ARAUCANÍA,VILCÚN,56.01495726495727
9119016,CUNCUNITA PUTREW,LA ARAUCANÍA,VILCÚN,58.485042735042725
9119020,LOS PIECESITOS DEL LLAIMA,LA ARAUCANÍA,VILCÚN,78.40170940170943
9119022,SEMILLITAS DE CAJÓN,LA ARAUCANÍA,VILCÚN,80.42521367521367
9120014,LOS ANGELITOS,LA ARAUCANÍA,VILLARRICA,80.47863247863248
9120015,LICAN RAY,LA ARAUCANÍA,VILLARRICA,75.08760683760684
9120016,CHALIN - TEKUN,LA ARAUCANÍA,VILLARRICA,76.5534188034188
9120017,LA FRONTERA,LA ARAUCANÍA,VILLARRICA,83.58888888888887
9120018,LOS VOLCANES DE CUILE,LA ARAUCANÍA,VILLARRICA,79.88995726495726
9120019,SIGLO XXI,LA ARAUCANÍA,VILLARRICA,76.17307692307692
9120020,SOL DEL FUTURO ,LA ARAUCANÍA,VILLARRICA,81.36111111111111
9120021,CATEDRAL,LA ARAUCANÍA,VILLARRICA,78.86538461538463
9120022,MIS PRIMEROS PASOS,LA ARAUCANÍA,VILLARRICA,78.51923076923077
9120027,GOTITAS DE AMOR,LA ARAUCANÍA,VILLARRICA,79.06623931623932
9120028,VILLA ESPERANZA,LA ARAUCANÍA,VILLARRICA,81.99786324786325
9120029,LOS COPIHUES,LA ARAUCANÍA,VILLARRICA,79.11965811965813
9120039,LOS HÉROES,LA ARAUCANÍA,VILLARRICA,75.98717948717949
9120042,LAS ARAUCANAS,LA ARAUCANÍA,VILLARRICA,75.94444444444444
9120045,CONQUIL,LA ARAUCANÍA,VILLARRICA,83.10185185185186
10202003,VERDE MAR,LOS LAGOS,ANCUD,71.69555555555556
10202004,LOS CANGREJITOS,LOS LAGOS,ANCUD,75.85897435897435
10202005,LOBITO CHILOTE,LOS LAGOS,ANCUD,62.92094017094016
10202007,AYUN RUKA,LOS LAGOS,ANCUD,61.33703703703704
10202008,RAYITO DE SOL,LOS LAGOS,ANCUD,80.41239316239317
10202009,LA SIRENITA,LOS LAGOS,ANCUD,60.92094017094018
10202010,PASITOS DE CARACOL,LOS LAGOS,ANCUD,65.73824786324788
10202011,QUETALMAHUE,LOS LAGOS,ANCUD,72.21476510067113
10202012,BORDE LUNA,LOS LAGOS,ANCUD,74.33660130718953
10102001,ESTRELLITA,LOS LAGOS,CALBUCO,73.64166666666667
10102002,ISLITA,LOS LAGOS,CALBUCO,67.99506172839507
10102003,MI RINCONCITO,LOS LAGOS,CALBUCO,61.96581196581196
10102004,MI PEQUEÑO MUNDO,LOS LAGOS,CALBUCO,68.44017094017094
10102005,AVELLANAL,LOS LAGOS,CALBUCO,69.59111111111112
10201003,AYEN,LOS LAGOS,CASTRO,69.44097222222223
10201004,RAYITO DE SOL,LOS LAGOS,CASTRO,79.16812865497076
10201005,ELUNEY,LOS LAGOS,CASTRO,77.7905982905983
10201006,LOS CONEJITOS,LOS LAGOS,CASTRO,70.01923076923077
10201007,PEUMAYEN,LOS LAGOS,CASTRO,77.14529914529915
10201008,LAUTARO,LOS LAGOS,CASTRO,74.1474358974359
10201009,ARCO IRIS,LOS LAGOS,CASTRO,73.28846153846153
10103001,MIS PRIMEROS PASITOS,LOS LAGOS,COCHAMÓ,71.86705202312139
10205001,BELLAVISTA,LOS LAGOS,DALCAHUE,49.797222222222224
10205002,RAYUM DUAM,LOS LAGOS,DALCAHUE,89.4888888888889
10104001,CORAZÓN DE ANGEL,LOS LAGOS,FRESIA,27.88888888888889
10104002,EL RINCÓN DEL SABER,LOS LAGOS,FRESIA,66.85897435897435
10105001,FRUTILLITA,LOS LAGOS,FRUTILLAR,77.11835748792271
10105002,PEQUEÑOS ANGELITOS,LOS LAGOS,FRUTILLAR,74.70833333333333
10105003,MANITOS DE COLORES,LOS LAGOS,FRUTILLAR,78.60256410256412
10403001,PASO A PASITO,LOS LAGOS,HUALAIHUE,32.57407407407407
10107005,MI PEQUEÑO PARAÍSO,LOS LAGOS,LLANQUIHUE,73.46913580246913
10106002,DUENDECITOS,LOS LAGOS,LOS MUERMOS,82.06018518518518
10106003,SEMILLITAS DE COLORES,LOS LAGOS,LOS MUERMOS,93.10370370370372
10106004,BROTECITOS DEL MELI,LOS LAGOS,LOS MUERMOS,90.24074074074076
10106005,VENTANITAS DE COLORES,LOS LAGOS,LOS MUERMOS,80.67521367521367
10108002,JUGANDO A CRECER,LOS LAGOS,MAULLÍN,76.42777777777778
10108004,CARELMAPU,LOS LAGOS,MAULLÍN,51.11111111111111
10301001,EL BOSQUE ENCANTADO,LOS LAGOS,OSORNO,64.13043478260869
10301009,BROTES DE AMOR,LOS LAGOS,OSORNO,71.4508547008547
10301010,SEMILLITA,LOS LAGOS,OSORNO,77.3611111111111
10301012,KIMKIMTUAL TA PU PICHIKECHE,LOS LAGOS,OSORNO,63.33146067415729
10301025,BURBUJITAS,LOS LAGOS,OSORNO,67.23333333333333
10301026,PEQUEÑOS GIRASOLES,LOS LAGOS,OSORNO,70.05982905982904
10101004,SEMILLITAS DEL SUR,LOS LAGOS,PUERTO MONTT,59.91609977324263
10101005,ESTRELLITA DE BELÉN,LOS LAGOS,PUERTO MONTT,63.29656862745099
10101007,LAS TEJUELITAS DE ALERCE,LOS LAGOS,PUERTO MONTT,69.72975517890771
10101009,AITUE,LOS LAGOS,PUERTO MONTT,64.54202279202278
10101013,LOS VOLCANCITOS,LOS LAGOS,PUERTO MONTT,76.3125
10101032,GOTITAS DE VIDA,LOS LAGOS,PUERTO MONTT,73.7190170940171
10101035,ESTRELLITAS,LOS LAGOS,PUERTO MONTT,79.83760683760683
10101037,MI NUEVO MUNDO,LOS LAGOS,PUERTO MONTT,78.04807692307693
10101038,MI PEQUEÑO SUBMARINO,LOS LAGOS,PUERTO MONTT,82.31313131313132
10101042,WULFKO,LOS LAGOS,PUERTO MONTT,81.6078431372549
10101043,MANITOS DE COLORES,LOS LAGOS,PUERTO MONTT,64.19444444444443
10101044,CANTA JUEGOS,LOS LAGOS,PUERTO MONTT,78.50641025641025
10101045,RAYITOS DE ESPERANZA,LOS LAGOS,PUERTO MONTT,79.60470085470087
10101046,MI CABAÑITA DE COLORES,LOS LAGOS,PUERTO MONTT,74.64583333333333
10101047,UN MUNDO POR CREAR,LOS LAGOS,PUERTO MONTT,76.23931623931625
10101048,HUELLAS,LOS LAGOS,PUERTO MONTT,73.29914529914531
10101049,ANULEN,LOS LAGOS,PUERTO MONTT,61.39529914529914
10101051,ANGELITOS TRAVIESOS,LOS LAGOS,PUERTO MONTT,64.70192307692308
10101052,LOS PEQUEÑOS GIGANTES,LOS LAGOS,PUERTO MONTT,47.79273504273504
10101053,PALU-SAYEN,LOS LAGOS,PUERTO MONTT,82.06552706552705
10101054,RELMU,LOS LAGOS,PUERTO MONTT,77.88675213675214
10101055,PIMPOLLITO DE MAR,LOS LAGOS,PUERTO MONTT,73.75
10101057,AYELEN,LOS LAGOS,PUERTO MONTT,60.150326797385624
10101058,FAROLITO DE LUZ,LOS LAGOS,PUERTO MONTT,77.43162393162393
10101062,KIMTU,LOS LAGOS,PUERTO MONTT,78.92094017094018
10101063,LAS PALOMITAS,LOS LAGOS,PUERTO MONTT,70.61324786324785
10101064,AYEKANTUN,LOS LAGOS,PUERTO MONTT,77.56837606837608
10101065,ANTU-LEMU,LOS LAGOS,PUERTO MONTT,52.54629629629629
10101066,RINCONCITO DE LUZ,LOS LAGOS,PUERTO MONTT,40.2905982905983
10101067,BOSQUE DE SUEÑOS,LOS LAGOS,PUERTO MONTT,79.1474358974359
10302002,LAS CUNCUNITAS,LOS LAGOS,PUERTO OCTAY,65.56249999999999
10302003,PAUL HARRIS,LOS LAGOS,PUERTO OCTAY,65.01923076923077
10302004,PECECITOS,LOS LAGOS,PUERTO OCTAY,50.059027777777786
10109002,ARCO IRIS,LOS LAGOS,PUERTO VARAS,64.66807909604519
10109005,ENSENADA,LOS LAGOS,PUERTO VARAS,65.51190476190476
10109006,MI NUEVA AVENTURA,LOS LAGOS,PUERTO VARAS,56.89102564102563
10109007,LICARAYEN,LOS LAGOS,PUERTO VARAS,78.91111111111113
10206001,GOTITAS DE MIEL,LOS LAGOS,PUQUELDÓN,78.73076923076923
10303001,CRECIENDO FELIZ,LOS LAGOS,PURRANQUE,28.622222222222227
10303002,PASITOS TRAVIESOS,LOS LAGOS,PURRANQUE,73.83333333333334
10303003,CANGURITO,LOS LAGOS,PURRANQUE,63.89869281045751
10304001,NIDITO DE LUZ,LOS LAGOS,PUYEHUE,53.40625
10304002,LOS DUENDECITOS DEL SALTO,LOS LAGOS,PUYEHUE,52.901709401709404
10304003,PEQUEÑO PARAÍSO,LOS LAGOS,PUYEHUE,45.178294573643406
10207001,LOS BAJITOS,LOS LAGOS,QUEILÉN,62.69444444444444
10208003,RAYITO DE SOL,LOS LAGOS,QUELLÓN,65.51068376068375
10208004,CARIÑOSITOS,LOS LAGOS,QUELLÓN,61.70486111111111
10208006,PEQUEÑOS PASOS,LOS LAGOS,QUELLÓN,65.04059829059828
10208007,SEMILLITAS,LOS LAGOS,QUELLÓN,68.92521367521367
10209001,REGALITOS DEL CIELO,LOS LAGOS,QUEMCHI,74.76100628930817
10210001,GOTITA DE AMOR,LOS LAGOS,QUINCHAO,41.01495726495727
10210002,CUICITOS,LOS LAGOS,QUINCHAO,35.004273504273506
10210003,APIAO,LOS LAGOS,QUINCHAO,47.5718954248366
10210004,MI CASITA DE AMIGOS,LOS LAGOS,QUINCHAO,26.30065359477124
10306001,MARTÍN PESCADOR,LOS LAGOS,SAN JUAN DE LA COSTA,28.79513888888889
10306002,ABUELITO HUENTIAO,LOS LAGOS,SAN JUAN DE LA COSTA,57.60416666666668
10307001,LOS CEREZOS,LOS LAGOS,SAN PABLO,61.040598290598304
11201003,AYSÉN CHIQUITO,AYSÉN,AYSÉN,63.23148148148147
11201018,ARBOLIRIS,AYSÉN,AYSÉN,67.0050505050505
11201019,AYELEN RUKA,AYSÉN,AYSÉN,66.96581196581197
11301001,MI BAKER,AYSÉN,COCHRANE,59.26337448559671
11101006,FUTURO AUSTRAL,AYSÉN,COYHAIQUE,78.19999999999999
11101007,VALLECITO DE AYSÉN,AYSÉN,COYHAIQUE,80.21405228758171
11101008,AYKEN YEMEL,AYSÉN,COYHAIQUE,64.60394265232975
11102003,LOS CORDERITOS,AYSÉN,LAGO VERDE,55.333333333333336
11402031,PEQUEÑOS CAMINANTES,AYSÉN,RÍO IBAÑEZ,73.72222222222223
11303011,CIRUELILLOS EN FLOR,AYSÉN,TORTEL,46.58611111111111
12401009,SHENU AIKE,MAGALLANES,NATALES,87.44065656565655
12401010,NUBES AUSTRALES,MAGALLANES,NATALES,80.33333333333333
12401012,BELLO AMANECER,MAGALLANES,NATALES,84.35353535353536
12401013,MONTAÑAS AZULES,MAGALLANES,NATALES,85.90782828282829
12302002,PASTORCITOS,MAGALLANES,PRIMAVERA,60.061111111111096
12101025,PIECECITOS DE NIÑO,MAGALLANES,PUNTA ARENAS,71.84188034188034
12101032,NELDA PANICUCCI,MAGALLANES,PUNTA ARENAS,65.09986772486772
12101030,ARCHIPIÉLAGO DE CHILOÉ,MAGALLANES,PUNTA ARENAS ,75.97222222222223
12303002,TOLKEN HARU,MAGALLANES,TIMAUKEL,14.851190476190478
12402004,SOLCITO DE LA PATAGONIA,MAGALLANES,TORRES DEL PAINE,87.07407407407408
13502005,LAS UVITAS,METROPOLITANA,ALHUÉ,83.11458333333333
13502006,LAS BRUJITAS DE PICHI,METROPOLITANA,ALHUÉ,77.54861111111111
13402024,MI PEQUEÑO MUNDO,METROPOLITANA,BUIN,80.04209183673468
13402025,MUNDO ENCANTADO,METROPOLITANA,BUIN,79.11541005291005
13403005,LAS ESTRELLITAS,METROPOLITANA,CALERA DE TANGO,86.55555555555556
13403006,GIRASOLES,METROPOLITANA,CALERA DE TANGO,75.82222222222221
13403007,VILLA JESÚS,METROPOLITANA,CALERA DE TANGO,81.98859126984127
13102007,CÓNDORES DE PLATA,METROPOLITANA,CERRILLOS,74.03628117913831
13102008,CARDENAL SILVA HENRÍQUEZ,METROPOLITANA,CERRILLOS,69.21688034188034
13102009,EL MIRADOR CARMEN FUENTES,METROPOLITANA,CERRILLOS,59.563034188034194
13102010,ANGEL FANTUZZI,METROPOLITANA,CERRILLOS,51.4690170940171
13102011,RÍO MAGDALENA,METROPOLITANA,CERRILLOS,67.80876068376068
13102013,ORESTE PLATH,METROPOLITANA,CERRILLOS,78.18269230769232
13102014,VILLA MÉXICO,METROPOLITANA,CERRILLOS,75.76562499999999
13103018,RENACER,METROPOLITANA,CERRO NAVIA,67.2722222222222
13103021,SEMBRANDO FUTURO,METROPOLITANA,CERRO NAVIA,77.82799145299144
13103023,JOSÉ JOAQUÍN PÉREZ,METROPOLITANA,CERRO NAVIA,75.66908212560385
13103024,APOLO XI,METROPOLITANA,CERRO NAVIA,83.97883597883597
13103027,PIECESITOS DE NIÑOZ,METROPOLITANA,CERRO NAVIA,68.74679487179488
13103028,DIAGONAL,METROPOLITANA,CERRO NAVIA,63.92040598290598
13103038,TANGANYCA,METROPOLITANA,CERRO NAVIA,63.81837606837606
13301023,HANSELL Y GRETTEL,METROPOLITANA,COLINA,84.23771367521368
13301026,RAYITO DE SOL,METROPOLITANA,COLINA,82.88111772486772
13301028,ANTILAF,METROPOLITANA,COLINA,78.79761904761905
13301029,CERRITOS DE ESMERALDA,METROPOLITANA,COLINA,82.61858974358975
13301030,ALICIA MOREL,METROPOLITANA,COLINA,81.18482905982906
13301032,ARCA DE NOÉ,METROPOLITANA,COLINA,85.17004985754986
13301033,JESÚS DE PRAGA,METROPOLITANA,COLINA,82.64529914529916
13301034,CARRUSEL DE LAS AMÉRICAS,METROPOLITANA,COLINA,79.98535628019323
13301036,PASITOS DE CHACABUCO,METROPOLITANA,COLINA,84.31962250712252
13301037,SAN BENITO,METROPOLITANA,COLINA,81.88055555555556
13301038,HAPPY DAY,METROPOLITANA,COLINA,80.18803418803418
13301039,NUEVA ESPERANZA,METROPOLITANA,COLINA,76.69062500000001
13301040,ARCO IRIS,METROPOLITANA,COLINA,83.77029914529913
13301041,SANTA TERESITA DE LOS ANDES,METROPOLITANA,COLINA,82.67948717948718
13301042,CASCANUECES,METROPOLITANA,COLINA,81.89444444444443
13301043,INFANCIA FELIZ,METROPOLITANA,COLINA,87.14864417989419
13301045,DULCE MELODÍA,METROPOLITANA,COLINA,81.0758547008547
13104008,DOÑA LETIZIA,METROPOLITANA,CONCHALÍ,83.7302414021164
13104009,ALLIPEN,METROPOLITANA,CONCHALÍ,80.77552552552551
13104010,AYENHUE,METROPOLITANA,CONCHALÍ,84.39957264957265
13104011,AYIN ANTU,METROPOLITANA,CONCHALÍ,83.94502923976607
13104012,PEUMAYEN,METROPOLITANA,CONCHALÍ,85.22037037037038
13104013,JUAN XXIII,METROPOLITANA,CONCHALÍ,78.75792100694444
13503005,POLILLITAS,METROPOLITANA,CURACAVÍ,81.29700854700855
13503008,JOAQUÍN BLAYA,METROPOLITANA,CURACAVÍ,80.63405797101449
13503009,LAS ARAUCARIAS,METROPOLITANA,CURACAVÍ,81.6025641025641
13105009,TENYSON FERRADA,METROPOLITANA,EL BOSQUE,74.67208672086721
13105010,ORLANDO LETELIER,METROPOLITANA,EL BOSQUE,78.49627371273714
13105011,ALBERTO HURTADO,METROPOLITANA,EL BOSQUE,78.28838951310863
13105012,MAGICA AVENTURA,METROPOLITANA,EL BOSQUE,73.45285087719297
13105013,PAULA JARAQUEMADA,METROPOLITANA,EL BOSQUE,83.00189393939394
13105014,MIS PRIMEROS PASOS,METROPOLITANA,EL BOSQUE,82.30372807017542
13105015,SAN FRANCISCO,METROPOLITANA,EL BOSQUE,78.64918414918414
13105016,PARQUE DE LOS REYES,METROPOLITANA,EL BOSQUE,80.78525641025641
13105017,LUZ DE VIDA,METROPOLITANA,EL BOSQUE,80.31271477663229
13105018,CAROL URZÚA,METROPOLITANA,EL BOSQUE,73.76325757575756
13105019,SIN NOMBRE,METROPOLITANA,EL BOSQUE,81.08247422680412
13105020,ANNE SULLIVAN,METROPOLITANA,EL BOSQUE,66.35416666666666
13105021,JUAN GÓMEZ MILLA,METROPOLITANA,EL BOSQUE,82.03333333333335
13602014,MI SEGUNDO HOGAR,METROPOLITANA,EL MONTE,74.70103276353277
13602015,CRECIENDO FELIZ,METROPOLITANA,EL MONTE,80.39999999999999
13602016,TESORO DE MAMÁ,METROPOLITANA,EL MONTE,77.88888888888889
13602017,LOS PEQUEÑOS TRAVIESOS,METROPOLITANA,EL MONTE,70.12582671957672
13602018,LOS PEQUEÑOS CONQUISTADORES,METROPOLITANA,EL MONTE,74.80519943019944
13602019,LOS ANGELITOS DE CHIÑIGUE,METROPOLITANA,EL MONTE,78.61431623931624
13106017,AVELUZ,METROPOLITANA,ESTACIÓN CENTRAL,80.73824786324786
13106018,VILLA FRANCIA,METROPOLITANA,ESTACIÓN CENTRAL,77.67735042735043
13106019,LAS LUCIÉRNAGAS,METROPOLITANA,ESTACIÓN CENTRAL,83.2908496732026
13106021,DUENDES Y ESTRELLITAS,METROPOLITANA,ESTACIÓN CENTRAL,85.45405982905983
13106022,ARTEMISA,METROPOLITANA,ESTACIÓN CENTRAL,90.26719576719577
13106023,KIMELU,METROPOLITANA,ESTACIÓN CENTRAL,88.25793650793649
13106024,MIS PRIMERAS HUELLAS,METROPOLITANA,ESTACIÓN CENTRAL,86.6741452991453
13106025,HUILLINCO,METROPOLITANA,ESTACIÓN CENTRAL,84.78632478632478
13106026,ESTACIÓN ALEGRÍA,METROPOLITANA,ESTACIÓN CENTRAL,82.23611111111111
13107012,LAS PETUNIAS,METROPOLITANA,HUECHURABA,73.96944444444445
13107013,RAYITO DE LUNA,METROPOLITANA,HUECHURABA,70.18402777777777
13107016,LOS LIBERTADORES,METROPOLITANA,HUECHURABA,74.5954415954416
13107017,JORGE INOSTROZA,METROPOLITANA,HUECHURABA,73.67555555555556
13108003,ESTRELLA DE SAN JOSÉ,METROPOLITANA,INDEPENDENCIA,73.59895833333333
13108005,MARÍA VICTORIA,METROPOLITANA,INDEPENDENCIA,75.44999999999999
13108006,PRESIDENTE BALMACEDA,METROPOLITANA,INDEPENDENCIA,79.61746821448314
13108007,GABRIELA MISTRAL,METROPOLITANA,INDEPENDENCIA,76.82478632478632
13603006,LOS ISLEÑITOS,METROPOLITANA,ISLA DE MAIPO,73.98513888888888
13603007,REPÚBLICA DE ITALIA,METROPOLITANA,ISLA DE MAIPO,76.28458049886622
13603008,SAN ANTONIO DE NALTAHUA,METROPOLITANA,ISLA DE MAIPO,47.79597701149426
13110008,LOS CASTORCITOS,METROPOLITANA,LA FLORIDA,68.5234674329502
13110011,LOS OSITOS,METROPOLITANA,LA FLORIDA,80.26441631504923
13110013,SAN ESTEBAN,METROPOLITANA,LA FLORIDA,74.3320987654321
13110014,VILLA O'HIGGINS,METROPOLITANA,LA FLORIDA,74.22140522875817
13110026,ESTRELLA DE BELÉN,METROPOLITANA,LA FLORIDA,68.50238095238095
