CODIGO_ESTABLECIMIENTO,NOMBRE_ESTABLECIMIENTO,NOMBRE_REGION,COMUNA,ASISTENCIA_PROMEDIO_ANUAL_DEL_ESTABLECIMIENTO
13110028,JAVIERA CARRERA,METROPOLITANA,LA FLORIDA,75.6298798798799
13110029,CINDERELLA,METROPOLITANA,LA FLORIDA,52.58165548098434
13110030,ELUNEY,METROPOLITANA,LA FLORIDA,76.14197530864197
13110032,GIRASOL,METROPOLITANA,LA FLORIDA,73.13888888888889
13110033,CATALUÑA,METROPOLITANA,LA FLORIDA,72.60515873015873
13110034,EL NARANJITO,METROPOLITANA,LA FLORIDA,66.44080687830687
13110037,LOS ALMENDROS,METROPOLITANA,LA FLORIDA,70.97111111111111
13110038,MARCELA PAZ,METROPOLITANA,LA FLORIDA,77.26570048309178
13110039,BARCO DE COLORES,METROPOLITANA,LA FLORIDA,82.07596371882086
13110040,ANTU MAHUIDA,METROPOLITANA,LA FLORIDA,74.76466049382717
13111010,SAN FRANCISCO DE ASÍS,METROPOLITANA,LA GRANJA,79.04305555555555
13111021,ARCO IRIS,METROPOLITANA,LA GRANJA,69.44764957264957
13111022,PADRE HURTADO,METROPOLITANA,LA GRANJA,86.33796296296296
13111023,LAS YUCAS,METROPOLITANA,LA GRANJA,68.68121693121694
13111025,FRANCISCO FRÍAS VALENZUELA,METROPOLITANA,LA GRANJA,76.04700854700855
13112026,SOCIEDAD ACTIVA,METROPOLITANA,LA PINTANA,70.83046636085626
13112025,EL ROBLE,METROPOLITANA,LA PINTANA,71.93370165745857
13112032,SIN NOMBRE,METROPOLITANA,LA PINTANA,72.75320512820512
13113002,CUNDALI,METROPOLITANA,LA REINA,76.45267489711934
13113003,LAURITA VICUÑA,METROPOLITANA,LA REINA,67.98931623931624
13113005,DIEGO PORTALES,METROPOLITANA,LA REINA,48.92538126361656
13113006,ESTRELLITAS,METROPOLITANA,LA REINA,60.89636752136752
13113007,EL CANELO,METROPOLITANA,LA REINA,67.96367521367522
13113008,EL ALERCE,METROPOLITANA,LA REINA,66.92094017094017
13113009,EL AVELLANO,METROPOLITANA,LA REINA,69.86431623931625
13113010,ARCO IRIS,METROPOLITANA,LA REINA,63.68376068376068
13302011,SOLCITO,METROPOLITANA,LAMPA,80.32371794871796
13302012,NIDO DE ANGELITOS,METROPOLITANA,LAMPA,81.82777777777778
13302013,HUELEMU,METROPOLITANA,LAMPA,88.34176587301586
13302015,MI PEQUEÑO LUCERO,METROPOLITANA,LAMPA,63.92028985507247
13302016,LARAPINTA,METROPOLITANA,LAMPA,75.77884615384616
13302018,NUESTRO FUTURO,METROPOLITANA,LAMPA,84.20726495726497
13302021,INTERCULTURAL LAMPA,METROPOLITANA,LAMPA,71.05291005291005
13302024,TRENCITO DE ALEGRÍA,METROPOLITANA,LAMPA,75.54232804232805
13302025,MIS PRIMEROS PASITOS,METROPOLITANA,LAMPA,73.73015873015872
13114010,EL ALBA,METROPOLITANA,LAS CONDES,0.0
13115009,LOS MANZANOS,METROPOLITANA,LO BARNECHEA,72.65277777777777
13116009,ESTRELLITAS DE LA MAÑANA,METROPOLITANA,LO ESPEJO,90.03306878306879
13116010,PEQUEÑOS GIGANTES,METROPOLITANA,LO ESPEJO,90.12830687830687
13116011,MIS PRIMEROS PASOS,METROPOLITANA,LO ESPEJO,95.24603174603173
13116014,MI MUNDO EN MINIATURAS,METROPOLITANA,LO ESPEJO,89.38548752834467
13116015,HUELEMU,METROPOLITANA,LO ESPEJO,82.63174603174603
13116016,MANITOS DE COLORES,METROPOLITANA,LO ESPEJO,89.57264957264958
13117018,DEJANDO HUELLAS,METROPOLITANA,LO PRADO,72.12179487179486
13117019,SEMILLITA DE AMOR,METROPOLITANA,LO PRADO,81.77222222222221
13117020,MUSTAFA KEMAL ATATURK,METROPOLITANA,LO PRADO,75.78952991452991
13117021,TIERRA DE NIÑOS,METROPOLITANA,LO PRADO,69.62931034482757
13117022,REMOLINO DE ALEGRÍA,METROPOLITANA,LO PRADO,79.37777777777778
13117023,ESPACIO FELIZ,METROPOLITANA,LO PRADO,78.99444444444444
13117024,TAIÑFOLIL,METROPOLITANA,LO PRADO,84.28098290598291
13118014,EL RANCHITO,METROPOLITANA,MACUL,81.69117647058825
13118015,ESPERANZA,METROPOLITANA,MACUL,63.97596153846153
13118016,MIS PRIMEROS PASITOS,METROPOLITANA,MACUL,83.92222222222223
13118017,MIS 23 ESTRELLITAS,METROPOLITANA,MACUL,84.29259259259258
13118018,SEMILLITAS DE AMOR,METROPOLITANA,MACUL,68.043327294686
13118019,ILUÑA POREKO TAÑI MAPU,METROPOLITANA,MACUL,82.08333333333333
13118021,PEQUE ARTE,METROPOLITANA,MACUL,81.86324786324786
13118022,RENACER,METROPOLITANA,MACUL,83.47089947089947
13118023,ANTAWARA ENAU QUIMEY,METROPOLITANA,MACUL,69.83974358974359
13119003,PEQUEÑOS EXPLORADORES,METROPOLITANA,MAIPÚ,70.56597222222223
13119004,DIVINA PROVIDENCIA,METROPOLITANA,MAIPÚ,70.73333333333333
13119010,EMANUEL,METROPOLITANA,MAIPÚ,64.84104938271604
13119017,BLANCO ENCALADA,METROPOLITANA,MAIPÚ,65.3921568627451
13119018,VICENTE REYES,METROPOLITANA,MAIPÚ,68.49444444444444
13119019,VILLA PEHUÉN,METROPOLITANA,MAIPÚ,79.469806763285
13119020,PALLAMAR,METROPOLITANA,MAIPÚ,74.91650132275132
13119021,SAN JUAN,METROPOLITANA,MAIPÚ,73.78502415458937
13119022,PINCELES Y COLORES,METROPOLITANA,MAIPÚ,72.55255255255256
13119023,NUEVO MUNDO,METROPOLITANA,MAIPÚ,73.53952991452992
13119024,ANKATÚ,METROPOLITANA,MAIPÚ,71.67460317460316
13119025,KIN RUKA,METROPOLITANA,MAIPÚ,72.56623931623932
13119026,LAS ABEJITAS,METROPOLITANA,MAIPÚ,83.35185185185185
13119027,CASCANUECES,METROPOLITANA,MAIPÚ,68.3611111111111
13119028,PEQUEÑA MARAVILLAS,METROPOLITANA,MAIPÚ,72.47222222222221
13119029,AITUE,METROPOLITANA,MAIPÚ,72.72354497354497
13119030,SEMILLITAS DE AMOR,METROPOLITANA,MAIPÚ,65.00747863247864
13119031,MOLINO DE COLORES,METROPOLITANA,MAIPÚ,75.29059829059828
13119032,SINFONÍA MÁGICA,METROPOLITANA,MAIPÚ,73.12286324786325
13119033,LOS SOLCITOS,METROPOLITANA,MAIPÚ,78.44337606837607
13119034,ALTAWEÑI,METROPOLITANA,MAIPÚ,76.37698412698413
13119035,RAYEN MAPU,METROPOLITANA,MAIPÚ,67.5801282051282
13119036,ALON KURA,METROPOLITANA,MAIPÚ,67.36772486772486
13119040,VALLE VERDE,METROPOLITANA,MAIPÚ,68.87499999999999
13119042,ESDRAS,METROPOLITANA,MAIPÚ,75.86904761904762
13119043,EL TRANQUE,METROPOLITANA,MAIPÚ,80.25529100529101
13504003,SANTA RITA DE CASIA,METROPOLITANA,MARÍA PINTO,83.39533730158732
13504004,LOS RULITOS,METROPOLITANA,MARÍA PINTO,82.26653439153439
13501006,CANELUZ,METROPOLITANA,MELIPILLA,71.11590038314178
13501029,CASA DE TRAVESURAS,METROPOLITANA,MELIPILLA,46.717770655270655
13501033,NUEVO AMANECER,METROPOLITANA,MELIPILLA,57.76261337868481
13501034,EL TRENCITO,METROPOLITANA,MELIPILLA,48.08093584656085
13501035,ALTO DE CANTILLANA,METROPOLITANA,MELIPILLA,52.779017857142854
13501039, CAPULLITO DE LOS CARDENALES,METROPOLITANA,MELIPILLA,64.90491452991454
13501040,EL SOLCITO,METROPOLITANA,MELIPILLA,56.44444444444444
13501041,LAS MARAVILLAS DE ULMÉN,METROPOLITANA,MELIPILLA,52.352657004830924
13501057,PIECESITOS DE NIÑOS Y NIÑAS,METROPOLITANA,MELIPILLA,44.55135658914728
13501058,GUALMAPU,METROPOLITANA,MELIPILLA,43.647401433691755
13501059,ANGELITOS,METROPOLITANA,MELIPILLA,45.640008960573475
13501061,SONRISITAS,METROPOLITANA,MELIPILLA,60.0843621399177
13501066,ANTYLLAL,METROPOLITANA,MELIPILLA,69.42735042735043
13120014,NARANJITA,METROPOLITANA,ÑUÑOA,75.01984126984127
13120015,CABALLITO AZUL,METROPOLITANA,ÑUÑOA,76.42521367521368
13120016,MANZANILLA,METROPOLITANA,ÑUÑOA,68.86177884615384
13604008,PADRE HURTADO,METROPOLITANA,PADRE HURTADO,84.06927910052912
13604009,CHIQUITINES,METROPOLITANA,PADRE HURTADO,85.50132275132276
13604013,CRISTAL DE CHILE,METROPOLITANA,PADRE HURTADO,87.10363247863248
13604037,PARQUE EL SOL,METROPOLITANA,PADRE HURTADO,90.53828347578346
13404013,ANTÚ,METROPOLITANA,PAINE,81.03515625
13404014,MI PEQUEÑO TESORO,METROPOLITANA,PAINE,79.48941798941797
13404017,RINCONCITO FELIZ,METROPOLITANA,PAINE,71.57823129251702
13404018,VIÉNDONOS CRECER,METROPOLITANA,PAINE,73.4871794871795
13404019,DULCE ESPERANZA,METROPOLITANA,PAINE,70.7991452991453
13404020,CARICIAS DE PINTUÉ,METROPOLITANA,PAINE,51.666666666666686
13404026,MUNDO ACTIVO,METROPOLITANA,PAINE,75.30876068376068
13404027,LAS POSESIONES,METROPOLITANA,PAINE,60.46316425120772
13404028,LAS AMÉRICAS,METROPOLITANA,PAINE,75.10925925925928
13121016,FÉLIX MENDELSSOHN,METROPOLITANA,PEDRO AGUIRRE CERDA,78.5811965811966
13121017,OCHAGAVÍA,METROPOLITANA,PEDRO AGUIRRE CERDA,77.48076923076923
13121018,CEIA,METROPOLITANA,PEDRO AGUIRRE CERDA,76.5128205128205
13121019,OVALLE,METROPOLITANA,PEDRO AGUIRRE CERDA,81.26602564102564
13121020,LA VICTORIA,METROPOLITANA,PEDRO AGUIRRE CERDA,84.1826923076923
13121021,CIUDAD DE BARCELONA,METROPOLITANA,PEDRO AGUIRRE CERDA,81.28952991452991
13121022,LO OVALLE,METROPOLITANA,PEDRO AGUIRRE CERDA,76.78952991452992
13121023,JOSÉ BACKAUSSE,METROPOLITANA,PEDRO AGUIRRE CERDA,78.88782051282051
13121024,POETAS DE CHILE,METROPOLITANA,PEDRO AGUIRRE CERDA,75.16666666666667
13121025,EUGENIO PEREIRA SALAS,METROPOLITANA,PEDRO AGUIRRE CERDA,80.09935897435898
13605021,MI NUEVO MUNDO,METROPOLITANA,PEÑAFLOR,82.29807692307692
13605022,CARRUSEL,METROPOLITANA,PEÑAFLOR,83.30021367521367
13605023,MALLARAUCO,METROPOLITANA,PEÑAFLOR,79.94230769230768
13605025,TENIENTE JAIME SAENZ,METROPOLITANA,PEÑAFLOR,85.1460113960114
13202009,LAS ALMENDRITAS DE SAN JUAN,METROPOLITANA,PIRQUE,68.90688405797101
13202011,GREGORIA PAZ,METROPOLITANA,PIRQUE,75.23039215686275
13202012,LA GRANJITA DE PIRQUE,METROPOLITANA,PIRQUE,82.57388888888889
13202015,SANTA RITA,METROPOLITANA,PIRQUE,0.0
13124011,VILLA UNIVERSO,METROPOLITANA,PUDAHUEL,73.50000000000001
13124021,LAS VIÑAS,METROPOLITANA,PUDAHUEL,54.096221502955245
13124023,CARACOL,METROPOLITANA,PUDAHUEL,77.51169590643275
13124024,ALBERT EDEFELT,METROPOLITANA,PUDAHUEL,76.481884057971
13124025,FRIDA KAHLO,METROPOLITANA,PUDAHUEL,78.68589743589743
13124026,LEONARDO DA VINCI,METROPOLITANA,PUDAHUEL,63.546875
13124027,ROBERTO MATTA,METROPOLITANA,PUDAHUEL,61.1233660130719
13124028,PEDRO LIRA,METROPOLITANA,PUDAHUEL,58.99131944444444
13124029,JOAN MIRÓ,METROPOLITANA,PUDAHUEL,70.3792735042735
13201025,FRANCISCO COLOANE,METROPOLITANA,PUENTE ALTO,75.2473544973545
13201026,SOL LUMINOSO,METROPOLITANA,PUENTE ALTO,65.01412429378531
13201036,VOLCÁN SAN JOSÉ,METROPOLITANA,PUENTE ALTO,76.35476190476192
13201043,SARGENTO MENADIER,METROPOLITANA,PUENTE ALTO,39.55633680555556
13201044,RAY MAPU,METROPOLITANA,PUENTE ALTO,76.52513888888889
13201050,PADRE HURTADO,METROPOLITANA,PUENTE ALTO,78.90468409586055
13201057,ANDES DEL SUR,METROPOLITANA,PUENTE ALTO,79.49603174603175
13201061,CHILOÉ,METROPOLITANA,PUENTE ALTO,64.78098290598291
13201062,TRONCAL SAN FRANCISCO,METROPOLITANA,PUENTE ALTO,78.06066066066066
13201069,ALTUÉ,METROPOLITANA,PUENTE ALTO,60.92866387893269
13201071,MARISCAL,METROPOLITANA,PUENTE ALTO,68.57692307692307
13201073,ROSARIO GARRIDO ARAVENA,METROPOLITANA,PUENTE ALTO,65.9793113425926
13201074,HUMBERTO DÍAZ,METROPOLITANA,PUENTE ALTO,73.6068376068376
13201075,LAS AZALEAS,METROPOLITANA,PUENTE ALTO,56.61538461538461
13201076,PACÍFICO SUR,METROPOLITANA,PUENTE ALTO,79.72008547008548
13201077,FRANCISCO COLOANE II,METROPOLITANA,PUENTE ALTO,77.63461538461539
13201079,LOS CANALES,METROPOLITANA,PUENTE ALTO,63.52564102564102
13201081,FERROVIARIA,METROPOLITANA,PUENTE ALTO,63.293941570881216
13201082,BERNARDO LEIGTHON,METROPOLITANA,PUENTE ALTO,88.18783068783068
13201083,VISTA HERMOSA,METROPOLITANA,PUENTE ALTO,79.72089947089948
13201085,CERRITO ARRIBA,METROPOLITANA,PUENTE ALTO,73.09081196581198
13201087,LOMAS ORIENTE,METROPOLITANA,PUENTE ALTO,71.77350427350427
13201088,CASAS VIEJAS,METROPOLITANA,PUENTE ALTO,75.75534188034189
13201089,DON VICENTE,METROPOLITANA,PUENTE ALTO,72.9423076923077
13201090,NOCEDAL,METROPOLITANA,PUENTE ALTO,65.45833333333333
13201091,LOS NOGALES,METROPOLITANA,PUENTE ALTO,79.72329059829059
13201092,MONSEÑOR ALVEAR,METROPOLITANA,PUENTE ALTO,72.44337606837607
13201097,PEDRO LIRA,METROPOLITANA,PUENTE ALTO,74.67724867724867
13201098,SAN PEDRO Y SAN PABLO,METROPOLITANA,PUENTE ALTO,78.10251322751324
13201099,ALMENDRAL,METROPOLITANA,PUENTE ALTO,66.33169934640522
13201100,SAN JOSÉ DE LA CONSTRUCCIÓN,METROPOLITANA,PUENTE ALTO,64.88558201058201
13201106,SOR TERESA,METROPOLITANA,PUENTE ALTO,73.65384615384615
13201107,CREACIÓN,METROPOLITANA,PUENTE ALTO,80.10470085470087
13201111,LA FRONTERA,METROPOLITANA,PUENTE ALTO,79.57799145299145
13201112,LOS ROBLES,METROPOLITANA,PUENTE ALTO,78.27327127659575
13125003,GABRIERLA MISTRAL,METROPOLITANA,QUILICURA,72.52832825203254
13125007,COLMENITA,METROPOLITANA,QUILICURA,69.006006006006
13125009,BEATO PADRE HURTADO,METROPOLITANA,QUILICURA,76.17200854700855
13125010,PARINACOTA,METROPOLITANA,QUILICURA,78.44017094017094
13125011,PASCUAL GAMBINO,METROPOLITANA,QUILICURA,83.2
13125012,LOS MOLINOS,METROPOLITANA,QUILICURA,77.12179487179486
13125013,RIGOBERTO PUEBLA,METROPOLITANA,QUILICURA,74.66773504273505
13125014,MANUEL GUERRERO,METROPOLITANA,QUILICURA,75.77564102564102
13125016,JOSÉ MANUEL PARADA,METROPOLITANA,QUILICURA,74.5988247863248
13125018,HUGO MARCHANT,METROPOLITANA,QUILICURA,79.72435897435898
13125019,ANDRÉS AYLWIN AZÓCAR,METROPOLITANA,QUILICURA,79.94337606837607
13126014,AMANDA LABARCA,METROPOLITANA,QUINTA NORMAL,81.86666666666665
13126015,MEMBRILLAR,METROPOLITANA,QUINTA NORMAL,81.6025641025641
13126016,CALICANTO,METROPOLITANA,QUINTA NORMAL,79.25747863247862
13126017,AYEKAN,METROPOLITANA,QUINTA NORMAL,85.87820512820514
13126007,POETA PEDRO PRADO,METROPOLITANA,QUINTA NORMAL,72.34926470588235
13126008,PAICAVÍ,METROPOLITANA,QUINTA NORMAL,82.36030204962242
13126019,CATALPA,METROPOLITANA,QUINTA NORMAL,81.83333333333334
13127013,JUANITA FERNÁNDEZ,METROPOLITANA,RECOLETA,55.82222222222223
13127014,LOS RECOLETITOS,METROPOLITANA,RECOLETA,64.77777777777777
13127016,SEMILLA Y SOL,METROPOLITANA,RECOLETA,59.22777777777778
13127017,LEONOR OSORIO LLANTÉN,METROPOLITANA,RECOLETA,70.20405982905983
13127021,LAS VIOLETAS,METROPOLITANA,RECOLETA,83.53418803418803
13128016,CUMBRE VOLCÁN OJOS DEL SALADO,METROPOLITANA,RENCA,52.62796108291031
13128033,CUMBRE VOLCÁN OSORNO,METROPOLITANA,RENCA,68.45085470085472
13128034,CUMBRE CERRO ACONCAGUA,METROPOLITANA,RENCA,62.6784188034188
13128035,CUMBRE MONTE DE EVEREST,METROPOLITANA,RENCA,66.5576923076923
13128036,CUMBRE TORRES DEL PAINE,METROPOLITANA,RENCA,57.206730769230774
13128037,CUMBRE VOLCÁN VILLARRICA,METROPOLITANA,RENCA,60.614316239316246
13128038,CUMBRE VOLCÁN LONQUIMAY,METROPOLITANA,RENCA,60.4962962962963
13128040,CUMBRE MONTE KILIMAJARO,METROPOLITANA,RENCA,56.77407407407408
13128041,CUMBRE VOLCÁN NEVADO INCAHUASI,METROPOLITANA,RENCA,73.49358974358975
13128042,CUMBRE VOLCÁN PARINACOTA,METROPOLITANA,RENCA,62.95192307692308
13401026,RAPANUI,METROPOLITANA,SAN BERNARDO,69.53400735294117
13401027,RAYEN,METROPOLITANA,SAN BERNARDO,69.43097643097641
13401029,SILLANKI,METROPOLITANA,SAN BERNARDO,58.416666666666664
13401033,ELUNEY,METROPOLITANA,SAN BERNARDO,62.778985507246375
13401034,MILLARAY,METROPOLITANA,SAN BERNARDO,59.638888888888886
13401035,SUEÑOS DE COLORES,METROPOLITANA,SAN BERNARDO,74.7704326923077
13401036,TODOS LOS SANTOS,METROPOLITANA,SAN BERNARDO,77.7704326923077
13401037,AYELEN,METROPOLITANA,SAN BERNARDO,72.38392857142857
13401038,BRAULIO ARENAS,METROPOLITANA,SAN BERNARDO,74.0366847826087
13401039,MAPU PUPEÑI,METROPOLITANA,SAN BERNARDO,73.2907608695652
13401041,INTI SUYAI,METROPOLITANA,SAN BERNARDO,69.16947115384615
13401042,TIERRA DE ANGELES,METROPOLITANA,SAN BERNARDO,59.89739229024943
13401043,COLOR ESPERANZA,METROPOLITANA,SAN BERNARDO,64.86031746031748
13401045,POYENTU-MAPU,METROPOLITANA,SAN BERNARDO,78.25360576923076
13129008,PRINCIPITO,METROPOLITANA,SAN JOAQUÍN,80.11559139784946
13203005,COÑUE,METROPOLITANA,SAN JOSÉ DE MAIPO,84.03703703703704
13203006,RAI MAPU,METROPOLITANA,SAN JOSÉ DE MAIPO,78.25000000000001
13203007,VISVIRI,METROPOLITANA,SAN JOSÉ DE MAIPO,83.77136752136754
13203008,RIGOLEMO,METROPOLITANA,SAN JOSÉ DE MAIPO,75.45555555555555
13130003,VILLA SAN MIGUEL,METROPOLITANA,SAN MIGUEL,77.75534188034189
13130004,SANTA FÉ,METROPOLITANA,SAN MIGUEL,82.28952991452991
13130006,ANDRÉS BELLO,METROPOLITANA,SAN MIGUEL,82.82086167800453
13130007,TERRITORIO ANTARTICO,METROPOLITANA,SAN MIGUEL,87.02592592592592
13130008,LLANO SUBERCASEAUX,METROPOLITANA,SAN MIGUEL,87.08091787439614
13505008,FRUTILLITA,METROPOLITANA,SAN PEDRO,83.47849462365592
13505009,LOS CONEJITOS DE LLANCAY,METROPOLITANA,SAN PEDRO,69.49333900226758
13131005,LAS HORMIGUITAS,METROPOLITANA,SAN RAMÓN,69.69731800766283
13131009,PRÍNCIPES DEL REINO,METROPOLITANA,SAN RAMÓN,65.03650284900286
13131010,SEMILLITAS DE ESPERANZA,METROPOLITANA,SAN RAMÓN,76.13461538461537
13131014,CABALLITO FELIZ,METROPOLITANA,SAN RAMÓN,75.2732426303855
13131015,AKUN PICGIWENTXU,METROPOLITANA,SAN RAMÓN,76.2233918128655
13131016,MODELO,METROPOLITANA,SAN RAMÓN,77.37179487179488
13601010,TEGUALDA,METROPOLITANA,TALAGANTE,80.78418803418803
13601011,MADRE CAMPESINA,METROPOLITANA,TALAGANTE,79.01495726495725
13601012,EL ROTO CHILENO,METROPOLITANA,TALAGANTE,77.68910256410255
13601014,MUNDO FELIZ,METROPOLITANA,TALAGANTE,77.40277777777777
13303007,SEMILLITAS DE POLPAICO,METROPOLITANA,TIL TIL,40.21031746031746
13303015,RUNGUE,METROPOLITANA,TIL TIL,39.679487179487175
13303016,MONTENEGRO,METROPOLITANA,TIL TIL,46.690170940170944
13303019,MARÍA MONTESSORI,METROPOLITANA,TIL TIL,46.065170940170944
14102003,SEMILLITAS DE AMOR,LOS RÍOS,CORRAL,40.77450980392157
14102004,CISNECITOS DEL MAR,LOS RÍOS,CORRAL,42.46925566343041
14202003,RAYEN UÑELFE,LOS RÍOS,FUTRONO,47.91812865497076
14202004,LAS ORUGUITAS,LOS RÍOS,FUTRONO,47.93961352657004
14202006,SEMILLITAS DEL EDÉN,LOS RÍOS,FUTRONO,72.70261437908498
14201003,SEMILLITAS,LOS RÍOS,LA UNIÓN,62.682098765432094
14201004,VISTA HERMOSA,LOS RÍOS,LA UNIÓN,69.11324786324788
14201007,CREANDO SUEÑOS,LOS RÍOS,LA UNIÓN,59.37393162393163
14201008,VILLA CAUPOLICÁN,LOS RÍOS,LA UNIÓN,73.63034188034186
14201009,RETONO DE LOS RÍOS,LOS RÍOS,LA UNIÓN,64.83333333333333
14201010,LOS CARIÑOSITOS,LOS RÍOS,LA UNIÓN,63.35947712418301
14201013,ERIKIN,LOS RÍOS,LA UNIÓN,47.45098039215686
14203004,LOS BROTECITOS DE IGNAO,LOS RÍOS,LAGO RANCO,72.20261437908498
14203005,RAYITO DE SOL,LOS RÍOS,LAGO RANCO,50.58333333333332
14103003,UNIVERSO INFANTIL,LOS RÍOS,LANCO,53.408119658119645
14103005,RUKA KIMUN,LOS RÍOS,LANCO,75.22777777777776
14103053,WE LIWEN,LOS RÍOS,LANCO,73.1
14104003,SEMILLITAS DE AMOR,LOS RÍOS,LOS LAGOS,76.31045751633987
14104004,RAYEN TRAY,LOS RÍOS,LOS LAGOS,49.60925925925926
14104005,CASCANUECES,LOS RÍOS,LOS LAGOS,66.15811965811965
14104006,MIS PRIMEROS PASOS,LOS RÍOS,LOS LAGOS,69.09477124183007
14104007,EL TRANCALSITO,LOS RÍOS,LOS LAGOS,82.04814814814816
14105001,AYELEN,LOS RÍOS,MAFIL,54.788888888888884
14105010,PEQUEÑOS GRANJEROS,LOS RÍOS,MAFIL,75.32222222222221
14106001,SUEÑOS DE NIÑOS,LOS RÍOS,MARIQUINA,29.010683760683765
14106003,NEWEN LAFQUEN,LOS RÍOS,MARIQUINA,61.64379084967321
14106005,PASO A PASITO,LOS RÍOS,MARIQUINA,79.21895424836603
14106006,MANITOS CREADORAS,LOS RÍOS,MARIQUINA,66.49629629629631
14106007,SEMILLITAS DE ALEGRÍA,LOS RÍOS,MARIQUINA,65.09477124183007
14106010,PADRE MAMERTO,LOS RÍOS,MARIQUINA,51.36752136752136
14108011,KUPULWE,LOS RÍOS,PANGUIPULLI,79.00154320987654
14108012,QUECHUMALAL,LOS RÍOS,PANGUIPULLI,87.39880952380953
14108013,KIMEN,LOS RÍOS,PANGUIPULLI,60.0462962962963
14108014,METATUWE LLONGAHUE,LOS RÍOS,PANGUIPULLI,79.02380952380952
14108015,RUCAMILLA,LOS RÍOS,PANGUIPULLI,57.03846153846154
14108016,LOS QUERUBINES,LOS RÍOS,PANGUIPULLI,82.05902777777779
14108017,PEUMAYEN,LOS RÍOS,PANGUIPULLI,46.05555555555556
14108018,ESTRELLITAS FELICES,LOS RÍOS,PANGUIPULLI,68.30718954248366
14108021,PUDÚ,LOS RÍOS,PANGUIPULLI,78.72549019607843
14204003,CARRUSEL,LOS RÍOS,RÍO BUENO,79.87600644122384
14204004,LAS AZUCENAS,LOS RÍOS,RÍO BUENO,76.32264957264957
14204011,PADRE HURTADO,LOS RÍOS,RÍO BUENO,77.82407407407406
14204012,CAYURRUCA,LOS RÍOS,RÍO BUENO,77.87345679012347
14204021,RAYITO DE SOL,LOS RÍOS,RÍO BUENO,70.78395061728395
14101013,GOTITAS DE LLUVIA,LOS RÍOS,VALDIVIA,50.08190883190883
14101015,ESCUELA FRANCIA,LOS RÍOS,VALDIVIA,64.89043209876544
14101016,KATEMU,LOS RÍOS,VALDIVIA,65.89351851851852
14101017,PEDACITO DE CIELO,LOS RÍOS,VALDIVIA,67.36046511627906
14101018,PESCADORES DE SUEÑOS,LOS RÍOS,VALDIVIA,65.88888888888889
14101019,PASO A PASITO,LOS RÍOS,VALDIVIA,66.11419753086419
14101021,GUACAMAYO,LOS RÍOS,VALDIVIA,64.09444444444445
14101022,FERNANDO SANTIVAN,LOS RÍOS,VALDIVIA,80.84541062801931
14101023,LOURDES,LOS RÍOS,VALDIVIA,68.44907407407406
14101025,PEEWE PEWMA,LOS RÍOS,VALDIVIA,76.60784313725489
14101026,ESTRELLITA NUESTRA,LOS RÍOS,VALDIVIA,36.64705882352941
14101027,INDEPENDENCIA,LOS RÍOS,VALDIVIA,54.71481481481481
14101029,ALTUE,LOS RÍOS,VALDIVIA,62.8111111111111
14101030,ANTUKAMEL,LOS RÍOS,VALDIVIA,68.48412698412699
14101031,LA MAGIA DE LOS RÍOS,LOS RÍOS,VALDIVIA,68.88746438746438
14101032,LOS AVELLANOS,LOS RÍOS,VALDIVIA,76.72549019607843
14101033,LOS ALCALDES,LOS RÍOS,VALDIVIA,62.67171717171717
15101017,MAZORQUITA,ARICA Y PARINACOTA,ARICA,58.76470588235294
15101019,CARITA DE SOL,ARICA Y PARINACOTA,ARICA,76.49777777777777
15101026,URUCHI AMAYA,ARICA Y PARINACOTA,ARICA,64.27777777777777
15101027,SUEÑO DE ANGELITO,ARICA Y PARINACOTA,ARICA,67.50771604938272
15101028,MI RINCONCITO FELIZ,ARICA Y PARINACOTA,ARICA,73.85897435897436
15101029,ESTRELLITAS DEL SABER,ARICA Y PARINACOTA,ARICA,60.677469135802475
15101030,SUMA PANQARITAS,ARICA Y PARINACOTA,ARICA,76.73225806451612
15101031,ARCO IRIS,ARICA Y PARINACOTA,ARICA,71.75601374570446
15101034,INTI JALSU,ARICA Y PARINACOTA,ARICA,71.73456790123457
15101035,PAYACHATAS,ARICA Y PARINACOTA,ARICA,63.983024691358025
15101050,MIS PRIMEROS PASOS,ARICA Y PARINACOTA,ARICA,73.22916666666666
16102002,MIS ANGELITOS,ÑUBLE,BULNES,70.03125
16102003,INFANCIA FELIZ,ÑUBLE,BULNES,64.63888888888889
16102004,MIS CARIÑOSITOS,ÑUBLE,BULNES,75.61666666666666
16102005,MIS PEQUEÑOS DUENDECITOS,ÑUBLE,BULNES,71.75854700854701
16102006,MIS PRIMEROS PASOS,ÑUBLE,BULNES,73.90476190476191
16102008,MIS PEQUEÑOS CORAZONES,ÑUBLE,BULNES,65.54273504273505
16101010,PEQUEÑO ARCOIRIS,ÑUBLE,CHILLÁN,65.65555555555555
16101011,MANITOS MÁGICAS,ÑUBLE,CHILLÁN,50.77222222222222
16101012,PEQUEÑA LUNITA,ÑUBLE,CHILLÁN,65.00252525252526
16101013,LUZ DE KERUBIEL,ÑUBLE,CHILLÁN,74.30000000000001
16101014,GOTITAS DE AMOR,ÑUBLE,CHILLÁN,53.18055555555555
16101015,LOS ARTESANITOS,ÑUBLE,CHILLÁN,53.05555555555556
16101016,CAPULLITO,ÑUBLE,CHILLÁN,44.11988304093568
